"tool_mage_url","tool","tool_description","category","upvotes","tags"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c48d824553f622c4da499d_a7c95ddf-2a44-4b32-a9f8-7965a4c29c05.png","Applicant AI","Uses AI to quickly create resumes and cover letters from a LinkedIn profile","Self-Improvement","97","Social Media"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c466c7d8a8a707e371bcb7_AtOnce.png","AtOnce","Content generator and CRM","Copywriting","15","Social Media"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c466ca34044028a0f6cb14_1200x630wa.png","Scribble AI","Text generator that quickly creates content in any style, for any topic","Copywriting","99",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c466c4375e002aa3709b03_tldrthis-krishna.jpeg","TLDR This","Automated summarization, metadata extraction, paraphrasing, and clickbait filtering","Research","24","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c466c2ab4d656ab3e44fb5_cartoonizer-cover.jpeg","Pandora Avatars","Avatar generation app to make fun images with your own face","Avatar","44","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c466c3340440646df6c472_leiapix_logo_and_background.b1085ff2.png","LeiaPix","Upload an image and turn it into a 3D animation","Image Improvement","4893","Generative Video"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c6024ab8a2d201590b0df6_UW2JmKXW.jpg","Stylized","Quickly creates professional product images from phone photos","Generative Art","24","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c466c1f47f2705bfcded90_icon_512x512.a28461.png","VanceAI Image Upscaler","Enlarge images up to 800% with improved resolution in just a few seconds","Image Improvement","36",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c47eeb94eb397e3a03ca96_Screenshot%20(182).png","MetaGenieAI","Automatically generates titles, descriptions, tags, and thumbnail ideas","Marketing","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c31b852405e72353d27e34_t0QxIp45_400x400.jpg","BlueWillow","AI-powered image generating tool in Discord","Generative Art","1933","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c2edc72f391a24d9687581_tweet-to-video.png","Tweet to Video","Turn your Tweet into a video to share as TikTok, Instagram Reel, Youtube Short and more.","Social Media","41","Generative Video"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c2edc135d2ad1ea7cb4e76_og.jpeg","Gimme Summary AI","Chrome extension that uses ChatGPT AI to summarize articles on the web","Research","60","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c2edc63f2dea498d9f6713_63be93b30c56293afff64433_OpenGraph.png","MagicBlog","Quickly generate high-quality, SEO-optimized, original blog content with just one click","Copywriting","21","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c2edca6dceee84f5c89741_prompt-builder-v0-2-0.webp","promptoMANIA","AI art community with an online prompt builder for generative art","Prompt Guides","69","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c2edc93941fc53f57e9604_mian-banner-bg-2.jpeg","AI Photos","Create unique personalized avatars with customizable images and styles","Generative Art","135","Avatar"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c2edc86c0adc54eb8ffe67_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1672792673747x420401029024378240%252Fzixxy.png","AI Office Bot","AI-powered office assistant that provides instant answers to software questions","Productivity","24","Generative Code"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c2edc521eff5f049658fb8_63bcd720be351f03c95bf25f_open-graph.png","Booth.AI","Quickly generate high-quality product images with just a few steps","Marketing","27","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c19de85ee05b7bb4ca3771_social_logo-1.png","Contents.com","Helps with both ideation and the creation of content","Copywriting","15","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c1ad13d9895e5374ad2351_Tkgaw9L1_400x400.jpg","Eleven Labs","Create natural sounding voices for creators and publishers","Text-To-Speech","1140","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c1ae78aea5609d09995042_Screenshot%20(175).png","Manna","AI autocomplete across your MacOS apps","Chat","17","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c05d37b2ae82d93225c7f5_og-image.png","Campbell","Uses AI to help quickly write employee performance reviews","Copywriting","23","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c1ab62dee61430b7fd1030_it2Lxn3l_400x400.jpg","Godly","Combine GPT-3 with your own added information to get personalize results","Chat","41",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c05d35a5eff79550dee088_metavoice-card.png","MetaVoice Studio","Record your voice and this tool will convert it to other voices","Voice Modulation","148",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c05d3672ddac42a1c62370_landing-page.png","Vivid","Edit code for your app directly inside your browser","Generative Code","8",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c05d35ba2c5d9e750a43e6_cK16UDrKcAtUQG9cTknlEn59DIE.jpeg","Mason","AI-powered data analytics for teams building software","Productivity","27","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c05d33aefbac4164842c9a_colourful-cubist-parrot.jpeg","NightCafe Creator","AI Art Generator with a community features and printing service","Generative Art","36","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c04528a98889a78db6bd84_63a4540316e186564a1149d0_AI-OpenGraph.png","bardeen","Use AI to automate a lot of manual workflows","Generative Code","30","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c0452ba95ec17719c1f7ea_ai-surveys.jpeg","BlockSurvey","Survey tool that uses AI to generate questions","Marketing","17","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c04a6be09cb576ef65b8d9_Screenshot%20(172).png","ResumAI","Use AI to quickly build a resume","Self-Improvement","26",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c048a861893b3376a577d9_Screenshot%20(171).png","CheckforAi","Detect AI written text in essays, emails, and more","AI Detection","65",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c045275c5389ba2ba59e7e_VF_Open_Graph.png","Voiceflow","Create interactive Chatbots with drag-and-drop design","Chat","10","Generative Code"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c0452cc03d2fda3a2fac4c_og.png","Sudowrite","An AI tool to help overcome writer's block when telling stories","Copywriting","35","Inspiration"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bf26698dfe7e588f301363_512x512bb.jpg","PlaylistAI","AI-powered playlist creator for Spotify and Apple Music","Music","79","Inspiration"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bf00ccfc68f51e3b95ba88_metaimg.png","Langotalk","Learn a new language 6x faster through conversations with AI","Self-Improvement","126","Translation"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bf00cb0a50c359252eb7cf_checklistgg-home-meta.png","checklist.gg","AI-powered checklists, processes, and SOPs","Productivity","15",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bf2365eac5d52eb3cd153d_Screenshot%20(168).png","Fingerprint for Success","An AI-powered life coach","Self-Improvement","37",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bf215725edd2f019a1d4a9_Screenshot%20(167).png","GiftasticAI","Personalized gift recommendation engine","For Fun","18","Inspiration"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bf1f7e8646dbef2bea394b_2phones.webp","Text GPT","Access OpenAI's GPT and Dall-E 2 through text messages","Chat","47","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bf1e0079ef0d19885e7aff_cropped-logo-transparent480px.png","Free AI Detector","AI Content Detector","AI Detection","49",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be5084ce38b86d0c70e955_63614d5a27f99c5cf7a665c0_share_thumb.png","SEO.ai","AI powered SEO content platform","Copywriting","32","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bf1b4f7e9f2737b3451dc6_63b4bca28991fa502dd3f66d_imageedit_2_9503328400.png","Trudo","Train, test, and deploy your own OpenAI model","Chat","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bf06b782f5b28a6473f4ff_Screenshot%20(166).png","AssemblyAI","Transcribe and understand audio with a single AI-powered API","Speech-To-Text","15","Generative Code"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bf049e50f9feed9b5fa6a2_test2.png","DiscuroAI","Rapidly build & test complex AI work-flows","Generative Code","8",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be508379084904906ad1a6_monkeylearn-block-9352670492ac838791e55c41953dde2f.png","MonkeyLearn","Text analysis platform to unlock insights from customer feedback","Marketing","11","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be50f0bd2de31eaf7d5f56_9e3e4fa6-3ee1-4d72-b054-593781d60840.png","re:tune","A front-end UI for GPT-3 that you can train","Copywriting","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bda573814615893ad1d364_eli5-logo-icon.png","Explain Like I'm Five","Explains like complex topics like your five","Research","112",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4bac17f71c956936c166_63bdb02d876352390bda05ad_GohKO0vt_400x400.jpeg","Waymark","Generate videos based on your brand","Generative Video","45","Text-To-Video"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bda57380e0b8c25978c74a_624d339d92ec87329341bf95_Meta%2520image.png","Tweet Hunter","All-in-one Twitter growth tool with AI suggestions","Social Media","36","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4bab482366562e2ce233_63bdb3779556484f719f3a71_Screenshot%2520(147).png","Upstream AI","Use GPT on Chrome tabs","Chat","14",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bda571a5f6f1f875496d4c_Siri%2BChatGPT.jpeg","ChatGPT for Siri","Activate ChatGPT through Siri using voice commands","Chat","68",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bda57041bca1506f1e4309_ogimage-73a2cd8057c5527e49dd9417858196677653dc6be55030175999aac9843504bd.png","We Made a Story","Create your own stories using Artificial Intelligence","For Fun","27",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b8cf1dcf708c55fe60d_63bdb77c5b7f240b8f5c243e_PhotoRetouching-1.webp","AILab Tools","Suite of image processing tools","Image Improvement","105",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bda56effc7bd85338fd692_321bc13e-6c30-4977-8c46-dd57b0a3375d.png","STUDIO","Web Design Using AI","Marketing","54",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4ba817f71c806f36c150_63bdb9b62142936a154a3e35_8ebfb4bb-5512-4789-8763-dfb03261980d.png","Synthesys X","Create your own versions of any image you find online","Generative Art","80",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bda56b2a1941452d8c5e74_6125074c2ace3be392f57afd_1.jpeg","Digital First AI","Find growth-hacking tactics for your business with AI","Marketing","41","Inspiration"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4ba32cb46308ff677966_63bdbb24ed0a258695ea6347_Screenshot%2520(148).png","Prezo","Prezo is an AI-powered presentation tool","Marketing","24","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b94ac4c2ae7ebf157db_63bdbcaca55d326540cff27b_E3WsScTVoAc0llf.png","Dreamily","Create your own AI world and interact with it","For Fun","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bda56abb5d0f5e6beb337d_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1666626080250x651066124281168600%252FAI_Social_Bio_social_share.jpeg","AI Social Bio","Creates custom social media bios based on user interests and goals","Social Media","52",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bda56915917336e384b103_image.jpeg","Bannerbear","API for Automated Image and Video Generation","Generative Art","18","Generative Video"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bc4b6fd59ddf2e9c9a0a27_robot-open-graph.png","AIHelperBot","Build SQL queries instantly with AI","Generative Code","15",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bc4b6ea5cf1e2e8fa34aff_peopleai.png","PeopleAI","Chat with and learn from historical figures","Chat","46","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4ba324774f6286669a41_63bc67234444fd4aeb6456e0_Screenshot%2520(144).png","PromptLayer","Maintain a log of your prompts and OpenAI API requests","Generative Code","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bc4b6dcc54dc7de8b2d48b_codeium_logo.png","Codeium","Helps developers understand, modify, and test unfamiliar codebases using natural language","Generative Code","5558",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bc4b6d60b5ed82d920f28d_og.jpeg","Magician for Figma","AI-powered design tool for Figma","Copywriting","39","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b92bd2de3330f7d216c_63bc6946c03161c4f65df26c_contentin-plan2.2c1b9bcf.png","ContentIn","An AI-powered content creation and scheduling tool for LinkedIn","Social Media","17","Copywriting"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b955a430553dacd2983_63bc68d55db46c4bfd8513f9_extension.png","ExplainThis.AI","AI assistant that provides users with simplified explanations and summaries of long pages","Research","13",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b9e6e09531d0350673d_63bc6a854eed0f3f42e94d44_6376658f41e09170151213b1_marketing1-p-1080.png","MarketingBlocks AI","AI assistant that helps generate marketing assets in minutes, from copy and design to videos and graphics.","Marketing","244","Copywriting"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bc4b6b6c363943423a8417_share.jpeg","SuenaGringo","Translate text and generate content in different formats and tones (in Spanish)","Copywriting","9","Translation"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bc4b6adf78f4261e074c8d_targum_yellow_banner.png","Targum Video","Quickly transcribe, translate, and share social media videos in any language","Translation","112","Speech-To-Text"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4bab6e095354f3506842_63bc6da15db46c6a02854c7a_computer.webp","Uminal","Like ChatGPT but can also search the web","Chat","65","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4badc9d13e1d2bba1fa1_63bc6c92edf572adc86fd399_Screenshot%2520(145).png","You.com","AI-powered search engine providing personalized results, private search, and AI-driven tools","Research","99","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bc4b68f4f137134c3fc1de_63124f96b69fb43d83c4f884_sense-og-spaces.png","Sense","Self-organizing project management tool","Productivity","24",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bc4b6784fabd55b99836d5___2023-01-05__211315.png","Project Description Generator","AI Project Description Generator","Inspiration","42",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b9aac4c2a5838f157f0_63bb5f5d3d3d7aedff6a7c67_1.jpeg","LanguagePro","Use AI to help you learn a new language","Translation","45","Self-Improvement"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63bb5e4da5cc0a82ad766c58_promptextend2.png","PromptExtend","AI Art Prompt Generator","Prompt Guides","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b9e28f14542ac5232bf8fb_cover.png","Endel","Personalized soundscape for focus, relaxation, and sleep","Music","22","Self-Improvement"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b9fc9d13e3c65ba1ef1_63bb624ce7d3d485a70a4191_Devices_wiht_ipad_bce87d9f5f.webp","Moises App","Remove vocals and instruments from songs","Music","30",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4ba1d526b73d35c8eefb_63bb63c69d70bba354e6bd4b_627ae744d86f6fcd9190d58a_Synth%2520-%2520A_final%25402x.jpeg","Papercup","Translate your video content to any language with synthetic voiceovers","Translation","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b9e28d2551256faf4d4544_61b9f4a385fa68f24cf0326e_Untitled-1-01.png","Altered","Alter your voice with AI for voiceover work","Voice Modulation","23",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b9e28c6fa9a28e55cc6687_qtpb8td9wpmynlrs.svg","Audo AI","AI Powered Background Noise Removal","Podcasting","48","Voice Modulation"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b9e28c79e3bdebd4f0829c_chatbot-opengraph.jpeg","Context","Chatbots for your favorite content","Chat","18","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b9e28b3d6361781b190ebb_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1672114821125x464529939123530050%252F104109119_padded_logo.jpeg","Avanzai","Quickly and accurately analyze financial data using natural language","Finance","54","Generative Code"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4ba7508ab6b9ef6a2c96_63ba5f7f944baf7705a0aacf_Screenshot%2520(140).png","SkipVid","Summarize Youtube videos in one click","Research","36","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4baa044ddc947c0b5fdb_63bb66b415cbc7c1149cf342_maximize-productivity.webp","TimeMaster.ai","Automatically track how your time is spent","Productivity","14",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b922cb463cfb06778e4_63ba60f6076d7536df62fb95_Screenshot%2520(141).png","Cookup AI","An ongoing list of ChatGPT prompts","Aggregators","53","Prompt Guides"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b9e28828e10764b2cfc59e_6357cf0f8be7604f9db65d98_preview-web2.png","Meeple","Transcribe calls and create notes to train sales teams","Speech-To-Text","13","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b8a63863b10a10170d0_63bb672b4335da8dffb87c37_Idea.jpeg","A Million Dollar Idea","Business idea generator","Inspiration","130",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b9e2872551256ab44d4530_audio_951778_2021-10-07-NQWE8YO-0.jpeg","Reachout.ai","Create customized talking-head videos at scale","Generative Video","85","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b9e2860cac21ff65db5e55_iris_meta.png","Iris.ai","A workspace to organize all of your research","Research","25",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d960ab2f85c36cbea9e835_Astria.jpg","Astria","Trains AI Image models for you on their servers","Generative Art","32",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b9e283390a136c23607637_5bJmFpSD767N5IoTUWFoztF8l0.png","Buildt","Find, Generate & Replace Anything In Your Code","Generative Code","20",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b9e28330e4b27d7715db01_default.png","HTTPie","Open source API testing tool","Generative Code","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b9aee573235b2df9f5e_63b8ab6fd45a7a7fe88fa57d_img_hero_690w.png","Krisp","AI-powered noise cancellation tool to remove background noise from calls","Voice Modulation","35","Podcasting"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b83a33297b837cacc39429_ed21c0_5e8d5507a95b462bac82435ca06ed1bd~mv2.png","LOVO AI","AI Voiceover & Text to Speech Platform","Text-To-Speech","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b83a32067d919ece5f55fe_og-image.png","Lumen5","AI-powered video creation tool","Generative Video","85","Text-To-Video"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b83a305dbda6bee28ec574_62e155adf3b1ea2510b37690_Design%2520Hero%2520v2-min.png","ClipMaker","Convert longer videos into TikToks and Shorts","Social Media","48",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b83a319e643d531ee707e5_steveai__homeogimage_new.png","Steve AI","AI-powered video creation tool","Text-To-Video","61",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b83a307ed47eb3d22fdae5_open-graph-image-newfunnel.png","Grammarly","Checks grammar, spelling, punctuation, style, and plagiarism","Copywriting","79","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b83a2e5dbda6e7bd8ec563_terminalGPT.png","chatGPT on your terminal","Terminal-based chatbot creation tool","Chat","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4ba62cb46380a067797b_63b8b04e9d70bb4179b997c5_Screenshot%2520(136).png","SEOCopy.ai","AI-powered SEO-optimized website copy","Copywriting","18","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b969a3b6a8eddfbb18f_63b8b143e3ca2ac1dbc43a38_fa9b0b0a-1ab9-44b2-b459-3f1a2c392271.png","FlowGPT","Useful ChatGPT prompts","Aggregators","87","Prompt Guides"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b9c48f0a958f17693c6_63bb6a9e2d482172486626a8_v1-5.jpeg","Mage.Space","Web-based AI art generator that leverages Stable Diffusion","Generative Art","44",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4ba2044ddc12ce0b5fb6_63b8b20804ccd2a84899f12e_b59ab8df-9a36-47a8-822f-6d044c247994.jpeg","Picsart","AI tools for creators to design, edit, draw and share photo and video content","Image Improvement","64","Video Editing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b83a2c9e643d4a50e70348_Frame_38.png","CodeSquire","Code writing assistant","Generative Code","5",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4ba9464ebd557abc9f89_63bb6b13e91f662c7d448bc0_m_ai_db83a90c-ac9c-4119-a802-525cb3dc590c--2--1308807540.jpeg","The Fy! Studio","Turn your ideas into unique wall art","Generative Art","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b83a2b16932c1547933495_card.jpeg","Ipso AI","AI assistant that manages calendars & drafts emails","Productivity","5",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4ba74823665dbf2ce1e9_63bb6cbaf1d829408d48e385_60fc25a7c83a185d492c62e6_feature-1b.jpeg","Spatial.ai","Predict and influence customer behavior","Research","21","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b83a28b07804218559819c_1200x630wa.png","AI Writer","A writing tool that uses AI to enhance writing quality","Copywriting","25",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4ba411e94740b1913b79_63ba61b71e37ba391261e8b6_Screenshot%2520(142).png","Reply.io","Use AI to create human-like emails","Marketing","14","Copywriting"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b83a28d400e77da2a9fb25_6373c67e2f16dc66f7ca7016_qb-web-thumbnail.png","Question Base","AI-powered knowledge base for teams in Slack.","Chat","10","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b83a27d400e7817fa9fa98_content-repurposing-repurpose-io-video-podcast-youtube-facebook-tiktok-twitter-instagram-linkedin-content-marketing-automation-social-media.png","Repurpose.io","Repurposing platform for video and audio creators","Social Media","49","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b9117f71c746d36bd44_63b723ebc80be919a606f991_4c2f8f9e26fce1248b69aefe7f4ca347.png","Cohere","Conversational AI Platform for Customer Support","Chat","9","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b97814110a353cdf156_63b7230cd11b81599f6cfcf0_63850f3bb5de5119508683aa_HomepageHero-p-800.png","Glean AI","Streamlines accounts payable processes to make smarter financial decisions.","Finance","26",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b72205324328544d74d153_MARA%2520AI%2520Review%2520Repy%2520Assistant.png","MARA","Personalized responses to reviews in any language","Marketing","5","Copywriting"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b72203aaff690faa49442e_6377e492be40b61e3bcf1367_Screen%2520Shot%25202022-11-18%2520at%25203.00%25201.svg","Olli.ai","Quickly create data visualizations from web or file data","Finance","28","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b7220241f41bbd894844c6_og-image.png","SlidesAI","Create engaging, professional slides for presentations.","Copywriting","122","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b94d526b71a75c8eea2_63b727e7a58f424adf7095be_gettingStartedIntro.0f5e2dec.2800.jpeg","dreamlike.art","Online AI Image Generator","Generative Art","181","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4baa0d178c580dc4b752_63b728f0578d7f2570e3b34a_Screenshot%2520(126).png","ToWords","Converts YouTube videos into blog posts","Speech-To-Text","20","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b722003243282c6374d135_19929f_3da102896c364ed6b763bc38d8157449~mv2.png","Prompt Box","Organize and save your AI prompts","Inspiration","28","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b956c450a98e6ba6fb7_63b72ba7ffcb024d3b8b8fc8_Screenshot%2520(127).png","Explore AI","AI Powered Search for Youtube Videos","Research","55","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4b97ac4c2afba0f157e0_63b72af436c31f4b978d7579_bg2.jpeg","Gift Box","Tailored gift suggestions for any recipient.","For Fun","16","Inspiration"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b721fd419b9706f3e718ad_Imagine-Me-Artificial-Intelligence-AI-image-prompt-Jane-person-as-wonder-woman-elegant-photorealistic-highly-detailed-artstation-smooth-sharp-focus-cinematic.png","ImagineMe","Generate stunning AI art of yourself, with just one line of text","Generative Art","160","Avatar"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4ba1464ebd6e73bc9f60_63b72d3fd4286272319fbe3c_Screenshot%2520(128).png","Perplexity AI","Combines GPT 3.5 and Bing to answer questions","Chat","178","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b721fb51119de824daefd7_634ffd9b5b08854718a86fb4_centered.png","Supernormal","AI That Writes Your Meeting Notes","Productivity","23","Speech-To-Text"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b721f91087d22d29113434_scispace-cover.png","SciSpace by Typeset","Discover, Create, and Publish your research paper","Research","40","Chat"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63be4ba117f71c2af536c121_63b7302c9ad5ee0974d52a92_Screenshot%2520(129).png","Paper Wizard","Write papers with citations from famous experts","Research","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b721f7cd6e3f8498c9cac6_9af_15rV2KGwfT5mqAZ3CpUxHbWlPy7_pCB9MsaWwsoLqBH1re-0hHekChWzKwRRB-dIuHjZKPIH-UnddwVcfhLr7g%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","Web ChatGPT","Combine ChatGPT with Google search results","Chat","50",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b5bfc8ad98e27241523d61_6396fed17a5e3b31c557c272_LongShot%2520Home%2520Page.png","LongShot AI","AI writing assistant for bloggers","Copywriting","11","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b5bfc9c91e88ea2ac838e9_Frame%2520101390-1.png","Runday","AI-powered appointment booking tool","Productivity","7",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b71abd4e956c2ddc6d9883_63b5dbad5fe0de021252cbc3_6361da761a3e49c73bfe26b8_Screen%2520Shot%25202022-11-01%2520at%25208.48.13%2520PM-p-500.png","MindSmith","Generate a micro-course with the help of AI","Marketing","45","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63b5bfc7cea3bd17c110541d_open-graph-home-v2.jpeg","Maigic Book","Never-ending AI-powered customized stories","Copywriting","17","For Fun"
